product_id,title,category,initial_price,final_price,discount,rating,ratings_count,seller_name,total_amount
21836198,Nottie Planet,clothing-set,449.0,"""₹314.00""",30.0,4.5,13,MOO███ FA███ONS█████████,"""₹314.00""""₹314.00""""₹314.00""""₹314.00""""₹314.00""""₹314.00""""₹314.00""""₹314.00""""₹314.00""""₹314.00""""₹314.00""""₹314.00""""₹314.00"""
18193844,Rubans,clutches,1980.0,"""₹1,980.00""",75.0,4.1,25,Unknown,"""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00""""₹1,980.00"""
16694464,Ahalyaa,co-ords,5000.0,"""₹1,700.00""",66.0,4.1,195,UDA███ASH███,"""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00""""₹1,700.00"""
18494054,Home Sizzler,curtains-and-sheers,799.0,"""₹399.00""",40.0,4.3,48,Fla███ech███tai███,"""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00""""₹399.00"""
18462808,Homefab India,curtains-and-sheers,1199.0,"""₹569.00""",52.0,0.0,0,SHI███ABA███NDL██████,
16185546,ellementry,cutlery,1750.0,"""₹1,750.00""",56.0,5.0,5,Dil███ Es███tia█████████d,"""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00"""
15174886,MIAH Decor,dinnerware,599.0,"""₹359.00""",40.0,3.2,6,MIA███ECO███,"""₹359.00""""₹359.00""""₹359.00""""₹359.00""""₹359.00""""₹359.00"""
21664722,Curvy Clan,dresses,2999.0,"""₹2,999.00""",56.0,3.7,3,RUB███S C███,"""₹2,999.00""""₹2,999.00""""₹2,999.00"""
21426422,Trendyol,dresses,4399.0,"""₹2,419.00""",45.0,4.1,10,Sup███om ███,"""₹2,419.00""""₹2,419.00""""₹2,419.00""""₹2,419.00""""₹2,419.00""""₹2,419.00""""₹2,419.00""""₹2,419.00""""₹2,419.00""""₹2,419.00"""
21238004,COVER STORY,dresses,3490.0,"""₹2,094.00""",40.0,4.8,24,Cov███Sto███Clo█████████ite███,"""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00""""₹2,094.00"""
21673378,RACHNA,dresses,1299.0,"""₹628.00""",51.0,3.0,4,RAC███ AR███RIN█████████TD.███,"""₹628.00""""₹628.00""""₹628.00""""₹628.00"""
21664936,Label Ritu Kumar,dresses,5900.0,"""₹4,130.00""",30.0,0.0,0,REL███CE ███U K█████████ATE█████████,
21665324,Harpa,dresses,1999.0,"""₹899.00""",55.0,2.3,4,HAR███RET███ PV█████████,"""₹899.00""""₹899.00""""₹899.00""""₹899.00"""
21664854,aarke Ritu Kumar,dresses,2200.0,"""₹1,540.00""",30.0,4.0,6,REL███CE ███U K█████████ATE█████████,"""₹1,540.00""""₹1,540.00""""₹1,540.00""""₹1,540.00""""₹1,540.00""""₹1,540.00"""
21980370,Tokyo Talkies,dresses,1599.0,"""₹335.00""",79.0,3.7,26,Vis███ St███,"""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00""""₹335.00"""
21616436,Curves by MISH,dresses,3999.0,"""₹2,519.00""",37.0,0.0,0,MIS███ESI███ LI██████,
21988674,Sangria,dresses,2999.0,"""₹599.00""",80.0,0.0,0,SWARR,
22004792,WoowZerz,dresses,2495.0,"""₹1,247.00""",50.0,4.8,26,Man███ Fa███ona██████,"""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00""""₹1,247.00"""
21979790,Vishudh,dresses,2049.0,"""₹471.00""",77.0,3.8,55,Fla███tar███mme██████,"""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00""""₹471.00"""
18962890,Athena,dresses,2499.0,"""₹899.00""",64.0,4.0,34,APE███PPA███S,"""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00""""₹899.00"""
18951626,Berrylush,dresses,1899.0,"""₹398.00""",78.0,4.0,60,Sup███om ███,"""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00""""₹398.00"""
18816460,Ethnovog,dresses,7828.0,"""₹3,757.00""",52.0,3.7,6,Net███enu███ech█████████Pvt██████,"""₹3,757.00""""₹3,757.00""""₹3,757.00""""₹3,757.00""""₹3,757.00""""₹3,757.00"""
18944812,DRAAX Fashions,dresses,2399.0,"""₹2,399.00""",56.0,3.6,8,Dra███Fas███ns █████████vat████████████,"""₹2,399.00""""₹2,399.00""""₹2,399.00""""₹2,399.00""""₹2,399.00""""₹2,399.00""""₹2,399.00""""₹2,399.00"""
18977246,AURELIA,dresses,4299.0,"""₹1,750.00""",59.0,4.1,140,Esh███ox ███mme█████████td,"""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00""""₹1,750.00"""
18803110,Athena Girl,dresses,2299.0,"""₹597.00""",74.0,3.5,6,APE███PPA███S,"""₹597.00""""₹597.00""""₹597.00""""₹597.00""""₹597.00""""₹597.00"""
18956684,Forevermore,dresses,1599.0,"""₹1,599.00""",56.0,4.2,5,Ami███nte███ise███,"""₹1,599.00""""₹1,599.00""""₹1,599.00""""₹1,599.00""""₹1,599.00"""
18981160,Amydus,dresses,2799.0,"""₹2,799.00""",56.0,4.7,43,BEG███01 ███EST██████,"""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00""""₹2,799.00"""
